"cost0","cost1","c1_fraction","replicate","metadata","total_length","euclidean","sinuosity","total_cost","cells_open","cells_closed"
1,5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",86.2253967444162,79.3977329651168,1.08599318298293,2595.91553391802,5,64
1,5.5,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",82.8406204335659,74.3034319530397,1.11489628750825,4338.5412229328,16,86
1,6,0.3,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",88.254833995939,78.7210264160726,1.12110878140075,3600.07048768126,8,69
1,1,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",112.651803615609,110.453610171873,1.01990150833744,4791.44386107461,33,50
1,1.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",98.4680374315355,90.9725233243533,1.08239316480711,3876.45445508898,12,68
1,2,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",102.852813742386,97.5909831900468,1.05391717943954,4053.13792251068,12,67
1,2.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",105.296464556282,96.5194280961092,1.09093543790409,7373.3308638394,24,111
1,3,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",114.438600180013,106.042444332446,1.07917731339014,5339.01327012131,2,89
1,3.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",102.325901807805,88.2383136738231,1.15965386856844,5927.58371350739,11,114
1,4,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",104.982756057297,90.6035319399857,1.15870489603911,5226.99967801286,7,83
1,4.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",96.3553390593274,74.9466476902069,1.28565242114115,4980.37877918826,10,98
1,5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",133.02438661764,114.214710085873,1.16468698749596,11731.0494620793,27,138
1,5.5,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",98.2253967444162,77.8203058333749,1.26220779644238,3969.69176339939,8,82
1,6,0.4,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",119.882250993909,105.422957651548,1.13715507195456,6529.66191003695,12,89
1,1,0.5,2,"targ0.1-0.2-0.3-0.4-0.5-0.6-0.7-0.8-0.9_cl_size5_r_size5",104.953318805774,98.4784240328814,1.06574937440846,4681.83455457112,46,38
